DP,DPNOM,MPIO,DPMP,AÑO,ÁREA GEOGRÁFICA,Población
5,Antioquia,5001,MEDELLIN,2023,Total,2595300
5,Antioquia,5002,ABEJORRAL,2023,Total,21297
5,Antioquia,5004,ABRIAQUI,2023,Total,2841
5,Antioquia,5021,ALEJANDRIA,2023,Total,4912
5,Antioquia,5030,AMAGA,2023,Total,32142
5,Antioquia,5031,AMALFI,2023,Total,27637
5,Antioquia,5034,ANDES,2023,Total,45796
5,Antioquia,5036,ANGELOPOLIS,2023,Total,6082
5,Antioquia,5038,ANGOSTURA,2023,Total,12005
5,Antioquia,5040,ANORI,2023,Total,19527
5,Antioquia,5042,SANTAFE DE ANTIOQUIA,2023,Total,27831
5,Antioquia,5044,ANZA,2023,Total,7433
5,Antioquia,5045,APARTADO,2023,Total,130362
5,Antioquia,5051,ARBOLETES,2023,Total,31853
5,Antioquia,5055,ARGELIA,2023,Total,7975
5,Antioquia,5059,ARMENIA,2023,Total,5358
5,Antioquia,5079,BARBOSA,2023,Total,55649
5,Antioquia,5086,BELMIRA,2023,Total,6356
5,Antioquia,5088,BELLO,2023,Total,561955
5,Antioquia,5091,BETANIA,2023,Total,10808
5,Antioquia,5093,BETULIA,2023,Total,16485
5,Antioquia,5101,CIUDAD BOLIVAR,2023,Total,27458
5,Antioquia,5107,BRICENO,2023,Total,8473
5,Antioquia,5113,BURITICA,2023,Total,9925
5,Antioquia,5120,CACERES,2023,Total,30925
5,Antioquia,5125,CAICEDO,2023,Total,8798
5,Antioquia,5129,CALDAS,2023,Total,85385
5,Antioquia,5134,CAMPAMENTO,2023,Total,9671
5,Antioquia,5138,CANASGORDAS,2023,Total,16256
5,Antioquia,5142,CARACOLI,2023,Total,4781
5,Antioquia,5145,CARAMANTA,2023,Total,4907
5,Antioquia,5147,CAREPA,2023,Total,51777
5,Antioquia,5148,EL CARMEN DE VIBORAL,2023,Total,63761
5,Antioquia,5150,CAROLINA,2023,Total,4174
5,Antioquia,5154,CAUCASIA,2023,Total,97025
5,Antioquia,5172,CHIGORODO,2023,Total,61741
5,Antioquia,5190,CISNEROS,2023,Total,10326
5,Antioquia,5197,COCORNA,2023,Total,16390
5,Antioquia,5206,CONCEPCION,2023,Total,5020
5,Antioquia,5209,CONCORDIA,2023,Total,22540
5,Antioquia,5212,COPACABANA,2023,Total,83559
5,Antioquia,5234,DABEIBA,2023,Total,24377
5,Antioquia,5237,DONMATIAS,2023,Total,20198
5,Antioquia,5240,EBEJICO,2023,Total,12713
5,Antioquia,5250,EL BAGRE,2023,Total,55845
5,Antioquia,5264,ENTRERRIOS,2023,Total,11982
5,Antioquia,5266,ENVIGADO,2023,Total,246327
5,Antioquia,5282,FREDONIA,2023,Total,25764
5,Antioquia,5284,FRONTINO,2023,Total,21737
5,Antioquia,5306,GIRALDO,2023,Total,5899
5,Antioquia,5308,GIRARDOTA,2023,Total,55483
5,Antioquia,5310,GOMEZ PLATA,2023,Total,10300
5,Antioquia,5313,GRANADA,2023,Total,10700
5,Antioquia,5315,GUADALUPE,2023,Total,6926
5,Antioquia,5318,GUARNE,2023,Total,59226
5,Antioquia,5321,GUATAPE,2023,Total,8945
5,Antioquia,5347,HELICONIA,2023,Total,5682
5,Antioquia,5353,HISPANIA,2023,Total,5790
5,Antioquia,5360,ITAGUI,2023,Total,296953
5,Antioquia,5361,ITUANGO,2023,Total,28634
5,Antioquia,5364,JARDIN,2023,Total,15400
5,Antioquia,5368,JERICO,2023,Total,14344
5,Antioquia,5376,LA CEJA,2023,Total,69831
5,Antioquia,5380,LA ESTRELLA,2023,Total,76971
5,Antioquia,5390,LA PINTADA,2023,Total,8571
5,Antioquia,5400,LA UNION,2023,Total,22870
5,Antioquia,5411,LIBORINA,2023,Total,10556
5,Antioquia,5425,MACEO,2023,Total,8646
5,Antioquia,5440,MARINILLA,2023,Total,69343
5,Antioquia,5467,MONTEBELLO,2023,Total,6973
5,Antioquia,5475,MURINDO,2023,Total,5263
5,Antioquia,5480,MUTATA,2023,Total,14904
5,Antioquia,5483,NARINO,2023,Total,10723
5,Antioquia,5490,NECOCLI,2023,Total,45151
5,Antioquia,5495,NECHI,2023,Total,27705
5,Antioquia,5501,OLAYA,2023,Total,3292
5,Antioquia,5541,PENOL,2023,Total,22410
5,Antioquia,5543,PEQUE,2023,Total,8585
5,Antioquia,5576,PUEBLORRICO,2023,Total,9124
5,Antioquia,5579,PUERTO BERRIO,2023,Total,41857
5,Antioquia,5585,PUERTO NARE,2023,Total,15124
5,Antioquia,5591,PUERTO TRIUNFO,2023,Total,19387
5,Antioquia,5604,REMEDIOS,2023,Total,30277
5,Antioquia,5607,RETIRO,2023,Total,25227
5,Antioquia,5615,RIONEGRO,2023,Total,145704
5,Antioquia,5628,SABANALARGA,2023,Total,9592
5,Antioquia,5631,SABANETA,2023,Total,88966
5,Antioquia,5642,SALGAR,2023,Total,19153
5,Antioquia,5647,SAN ANDRES DE CUERQUIA,2023,Total,7598
5,Antioquia,5649,SAN CARLOS,2023,Total,16838
5,Antioquia,5652,SAN FRANCISCO,2023,Total,5945
5,Antioquia,5656,SAN JERONIMO,2023,Total,16368
5,Antioquia,5658,SAN JOSE DE LA MONTANA,2023,Total,3867
5,Antioquia,5659,SAN JUAN DE URABA,2023,Total,21540
5,Antioquia,5660,SAN LUIS,2023,Total,13690
5,Antioquia,5664,SAN PEDRO DE LOS MILAGROS,2023,Total,23409
5,Antioquia,5665,SAN PEDRO DE URABA,2023,Total,32895
5,Antioquia,5667,SAN RAFAEL,2023,Total,16489
5,Antioquia,5670,SAN ROQUE,2023,Total,22775
5,Antioquia,5674,SAN VICENTE,2023,Total,23349
5,Antioquia,5679,SANTA BARBARA,2023,Total,27647
5,Antioquia,5686,SANTA ROSA DE OSOS,2023,Total,38748
5,Antioquia,5690,SANTO DOMINGO,2023,Total,12970
5,Antioquia,5697,EL SANTUARIO,2023,Total,37801
5,Antioquia,5736,SEGOVIA,2023,Total,40602
5,Antioquia,5756,SONSON,2023,Total,38203
5,Antioquia,5761,SOPETRAN,2023,Total,15949
5,Antioquia,5789,TAMESIS,2023,Total,17029
5,Antioquia,5790,TARAZA,2023,Total,28874
5,Antioquia,5792,TARSO,2023,Total,6510
5,Antioquia,5809,TITIRIBI,2023,Total,11259
5,Antioquia,5819,TOLEDO,2023,Total,5225
5,Antioquia,5837,TURBO,2023,Total,133430
5,Antioquia,5842,URAMITA,2023,Total,7211
5,Antioquia,5847,URRAO,2023,Total,31885
5,Antioquia,5854,VALDIVIA,2023,Total,14596
5,Antioquia,5856,VALPARAISO,2023,Total,6876
5,Antioquia,5858,VEGACHI,2023,Total,12453
5,Antioquia,5861,VENECIA,2023,Total,12208
5,Antioquia,5873,VIGIA DEL FUERTE,2023,Total,9681
5,Antioquia,5885,YALI,2023,Total,8026
5,Antioquia,5887,YARUMAL,2023,Total,44102
5,Antioquia,5890,YOLOMBO,2023,Total,23825
5,Antioquia,5893,YONDO,2023,Total,20572
5,Antioquia,5895,ZARAGOZA,2023,Total,25989
8,Atlántico,8001,BARRANQUILLA,2023,Total,1323551
8,Atlántico,8078,BARANOA,2023,Total,69143
8,Atlántico,8137,CAMPO DE LA CRUZ,2023,Total,24850
8,Atlántico,8141,CANDELARIA,2023,Total,17595
8,Atlántico,8296,GALAPA,2023,Total,68011
8,Atlántico,8372,JUAN DE ACOSTA,2023,Total,23357
8,Atlántico,8421,LURUACO,2023,Total,30955
8,Atlántico,8433,MALAMBO,2023,Total,142728
8,Atlántico,8436,MANATI,2023,Total,21704
8,Atlántico,8520,PALMAR DE VARELA,2023,Total,32082
8,Atlántico,8549,PIOJO,2023,Total,7284
8,Atlántico,8558,POLONUEVO,2023,Total,20038
8,Atlántico,8560,PONEDERA,2023,Total,26463
8,Atlántico,8573,PUERTO COLOMBIA,2023,Total,54983
8,Atlántico,8606,REPELON,2023,Total,28780
8,Atlántico,8634,SABANAGRANDE,2023,Total,36003
8,Atlántico,8638,SABANALARGA,2023,Total,103394
8,Atlántico,8675,SANTA LUCIA,2023,Total,17782
8,Atlántico,8685,SANTO TOMAS,2023,Total,33058
8,Atlántico,8758,SOLEDAD,2023,Total,676014
8,Atlántico,8770,SUAN,2023,Total,13085
8,Atlántico,8832,TUBARA,2023,Total,19132
8,Atlántico,8849,USIACURI,2023,Total,13573
11,"Bogotá, D.C.",11001,"BOGOTA, D.C.",2023,Total,7907281
13,Bolívar,13001,CARTAGENA DE INDIAS,2023,Total,1052015
13,Bolívar,13006,ACHI,2023,Total,26995
13,Bolívar,13030,ALTOS DEL ROSARIO,2023,Total,12060
13,Bolívar,13042,ARENAL,2023,Total,7937
13,Bolívar,13052,ARJONA,2023,Total,75429
13,Bolívar,13062,ARROYOHONDO,2023,Total,8762
13,Bolívar,13074,BARRANCO DE LOBA,2023,Total,16181
13,Bolívar,13140,CALAMAR,2023,Total,24575
13,Bolívar,13160,CANTAGALLO,2023,Total,9019
13,Bolívar,13188,CICUCO,2023,Total,14652
13,Bolívar,13212,CORDOBA,2023,Total,17408
13,Bolívar,13222,CLEMENCIA,2023,Total,16081
13,Bolívar,13244,EL CARMEN DE BOLIVAR,2023,Total,75923
13,Bolívar,13248,EL GUAMO,2023,Total,9404
13,Bolívar,13268,EL PENON,2023,Total,8060
13,Bolívar,13300,HATILLO DE LOBA,2023,Total,13176
13,Bolívar,13430,MAGANGUE,2023,Total,145035
13,Bolívar,13433,MAHATES,2023,Total,30104
13,Bolívar,13440,MARGARITA,2023,Total,11710
13,Bolívar,13442,MARIA LA BAJA,2023,Total,50463
13,Bolívar,13458,MONTECRISTO,2023,Total,18243
13,Bolívar,13468,MOMPOS,2023,Total,48385
13,Bolívar,13473,MORALES,2023,Total,24596
13,Bolívar,13490,NOROSI,2023,Total,10758
13,Bolívar,13549,PINILLOS,2023,Total,26467
13,Bolívar,13580,REGIDOR,2023,Total,7502
13,Bolívar,13600,RIO VIEJO,2023,Total,11436
13,Bolívar,13620,SAN CRISTOBAL,2023,Total,8676
13,Bolívar,13647,SAN ESTANISLAO,2023,Total,19816
13,Bolívar,13650,SAN FERNANDO,2023,Total,13725
13,Bolívar,13654,SAN JACINTO,2023,Total,25702
13,Bolívar,13655,SAN JACINTO DEL CAUCA,2023,Total,11024
13,Bolívar,13657,SAN JUAN NEPOMUCENO,2023,Total,40020
13,Bolívar,13667,SAN MARTIN DE LOBA,2023,Total,15943
13,Bolívar,13670,SAN PABLO,2023,Total,29547
13,Bolívar,13673,SANTA CATALINA,2023,Total,15889
13,Bolívar,13683,SANTA ROSA,2023,Total,22736
13,Bolívar,13688,SANTA ROSA DEL SUR,2023,Total,35854
13,Bolívar,13744,SIMITI,2023,Total,19902
13,Bolívar,13760,SOPLAVIENTO,2023,Total,11585
13,Bolívar,13780,TALAIGUA NUEVO,2023,Total,13906
13,Bolívar,13810,TIQUISIO,2023,Total,19500
13,Bolívar,13836,TURBACO,2023,Total,114716
13,Bolívar,13838,TURBANA,2023,Total,17776
13,Bolívar,13873,VILLANUEVA,2023,Total,25795
13,Bolívar,13894,ZAMBRANO,2023,Total,12795
15,Boyacá,15001,TUNJA,2023,Total,185469
15,Boyacá,15022,ALMEIDA,2023,Total,2030
15,Boyacá,15047,AQUITANIA,2023,Total,16319
15,Boyacá,15051,ARCABUCO,2023,Total,6265
15,Boyacá,15087,BELEN,2023,Total,7914
15,Boyacá,15090,BERBEO,2023,Total,1664
15,Boyacá,15092,BETEITIVA,2023,Total,2047
15,Boyacá,15097,BOAVITA,2023,Total,5368
15,Boyacá,15104,BOYACA,2023,Total,5392
15,Boyacá,15106,BRICENO,2023,Total,2297
15,Boyacá,15109,BUENAVISTA,2023,Total,4626
15,Boyacá,15114,BUSBANZA,2023,Total,1202
15,Boyacá,15131,CALDAS,2023,Total,3296
15,Boyacá,15135,CAMPOHERMOSO,2023,Total,3259
15,Boyacá,15162,CERINZA,2023,Total,3912
15,Boyacá,15172,CHINAVITA,2023,Total,3373
15,Boyacá,15176,CHIQUINQUIRA,2023,Total,60138
15,Boyacá,15180,CHISCAS,2023,Total,4155
15,Boyacá,15183,CHITA,2023,Total,8317
15,Boyacá,15185,CHITARAQUE,2023,Total,6185
15,Boyacá,15187,CHIVATA,2023,Total,2960
15,Boyacá,15189,CIENEGA,2023,Total,4894
15,Boyacá,15204,COMBITA,2023,Total,13896
15,Boyacá,15212,COPER,2023,Total,3798
15,Boyacá,15215,CORRALES,2023,Total,2662
15,Boyacá,15218,COVARACHIA,2023,Total,2904
15,Boyacá,15223,CUBARA,2023,Total,11175
15,Boyacá,15224,CUCAITA,2023,Total,3980
15,Boyacá,15226,CUITIVA,2023,Total,1899
15,Boyacá,15232,CHIQUIZA,2023,Total,4971
15,Boyacá,15236,CHIVOR,2023,Total,2640
15,Boyacá,15238,DUITAMA,2023,Total,131591
15,Boyacá,15244,EL COCUY,2023,Total,4377
15,Boyacá,15248,EL ESPINO,2023,Total,3217
15,Boyacá,15272,FIRAVITOBA,2023,Total,7109
15,Boyacá,15276,FLORESTA,2023,Total,3422
15,Boyacá,15293,GACHANTIVA,2023,Total,2939
15,Boyacá,15296,GAMEZA,2023,Total,5112
15,Boyacá,15299,GARAGOA,2023,Total,19208
15,Boyacá,15317,GUACAMAYAS,2023,Total,1952
15,Boyacá,15322,GUATEQUE,2023,Total,11400
15,Boyacá,15325,GUAYATA,2023,Total,3501
15,Boyacá,15332,GUICAN DE LA SIERRA,2023,Total,4492
15,Boyacá,15362,IZA,2023,Total,2078
15,Boyacá,15367,JENESANO,2023,Total,7666
15,Boyacá,15368,JERICO,2023,Total,4133
15,Boyacá,15377,LABRANZAGRANDE,2023,Total,3685
15,Boyacá,15380,LA CAPILLA,2023,Total,2821
15,Boyacá,15401,LA VICTORIA,2023,Total,1177
15,Boyacá,15403,LA UVITA,2023,Total,3184
15,Boyacá,15407,VILLA DE LEYVA,2023,Total,17466
15,Boyacá,15425,MACANAL,2023,Total,5295
15,Boyacá,15442,MARIPI,2023,Total,6016
15,Boyacá,15455,MIRAFLORES,2023,Total,9400
15,Boyacá,15464,MONGUA,2023,Total,4886
15,Boyacá,15466,MONGUI,2023,Total,4453
15,Boyacá,15469,MONIQUIRA,2023,Total,24083
15,Boyacá,15476,MOTAVITA,2023,Total,5946
15,Boyacá,15480,MUZO,2023,Total,9016
15,Boyacá,15491,NOBSA,2023,Total,17167
15,Boyacá,15494,NUEVO COLON,2023,Total,5431
15,Boyacá,15500,OICATA,2023,Total,3007
15,Boyacá,15507,OTANCHE,2023,Total,8541
15,Boyacá,15511,PACHAVITA,2023,Total,2573
15,Boyacá,15514,PAEZ,2023,Total,3433
15,Boyacá,15516,PAIPA,2023,Total,36078
15,Boyacá,15518,PAJARITO,2023,Total,2527
15,Boyacá,15522,PANQUEBA,2023,Total,1794
15,Boyacá,15531,PAUNA,2023,Total,7546
15,Boyacá,15533,PAYA,2023,Total,2763
15,Boyacá,15537,PAZ DE RIO,2023,Total,4472
15,Boyacá,15542,PESCA,2023,Total,7116
15,Boyacá,15550,PISBA,2023,Total,1859
15,Boyacá,15572,PUERTO BOYACA,2023,Total,50160
15,Boyacá,15580,QUIPAMA,2023,Total,5209
15,Boyacá,15599,RAMIRIQUI,2023,Total,10542
15,Boyacá,15600,RAQUIRA,2023,Total,8441
15,Boyacá,15621,RONDON,2023,Total,2513
15,Boyacá,15632,SABOYA,2023,Total,14471
15,Boyacá,15638,SACHICA,2023,Total,5868
15,Boyacá,15646,SAMACA,2023,Total,19645
15,Boyacá,15660,SAN EDUARDO,2023,Total,1755
15,Boyacá,15664,SAN JOSE DE PARE,2023,Total,5274
15,Boyacá,15667,SAN LUIS DE GACENO,2023,Total,5810
15,Boyacá,15673,SAN MATEO,2023,Total,3526
15,Boyacá,15676,SAN MIGUEL DE SEMA,2023,Total,3167
15,Boyacá,15681,SAN PABLO DE BORBUR,2023,Total,7027
15,Boyacá,15686,SANTANA,2023,Total,8088
15,Boyacá,15690,SANTA MARIA,2023,Total,3687
15,Boyacá,15693,SANTA ROSA DE VITERBO,2023,Total,13989
15,Boyacá,15696,SANTA SOFIA,2023,Total,3374
15,Boyacá,15720,SATIVANORTE,2023,Total,2293
15,Boyacá,15723,SATIVASUR,2023,Total,1150
15,Boyacá,15740,SIACHOQUE,2023,Total,7124
15,Boyacá,15753,SOATA,2023,Total,9423
15,Boyacá,15755,SOCOTA,2023,Total,7627
15,Boyacá,15757,SOCHA,2023,Total,8432
15,Boyacá,15759,SOGAMOSO,2023,Total,136391
15,Boyacá,15761,SOMONDOCO,2023,Total,3048
15,Boyacá,15762,SORA,2023,Total,3210
15,Boyacá,15763,SOTAQUIRA,2023,Total,8710
15,Boyacá,15764,SORACA,2023,Total,6352
15,Boyacá,15774,SUSACON,2023,Total,2830
15,Boyacá,15776,SUTAMARCHAN,2023,Total,6532
15,Boyacá,15778,SUTATENZA,2023,Total,4469
15,Boyacá,15790,TASCO,2023,Total,6170
15,Boyacá,15798,TENZA,2023,Total,4064
15,Boyacá,15804,TIBANA,2023,Total,9575
15,Boyacá,15806,TIBASOSA,2023,Total,13925
15,Boyacá,15808,TINJACA,2023,Total,3496
15,Boyacá,15810,TIPACOQUE,2023,Total,3495
15,Boyacá,15814,TOCA,2023,Total,9329
15,Boyacá,15816,TOGUI,2023,Total,4582
15,Boyacá,15820,TOPAGA,2023,Total,3832
15,Boyacá,15822,TOTA,2023,Total,5502
15,Boyacá,15832,TUNUNGUA,2023,Total,1627
15,Boyacá,15835,TURMEQUE,2023,Total,6455
15,Boyacá,15837,TUTA,2023,Total,8839
15,Boyacá,15839,TUTAZA,2023,Total,2142
15,Boyacá,15842,UMBITA,2023,Total,7954
15,Boyacá,15861,VENTAQUEMADA,2023,Total,16856
15,Boyacá,15879,VIRACACHA,2023,Total,2985
15,Boyacá,15897,ZETAQUIRA,2023,Total,4896
17,Caldas,17001,MANIZALES,2023,Total,454494
17,Caldas,17013,AGUADAS,2023,Total,23403
17,Caldas,17042,ANSERMA,2023,Total,37366
17,Caldas,17050,ARANZAZU,2023,Total,10792
17,Caldas,17088,BELALCAZAR,2023,Total,10894
17,Caldas,17174,CHINCHINA,2023,Total,53317
17,Caldas,17272,FILADELFIA,2023,Total,11662
17,Caldas,17380,LA DORADA,2023,Total,75043
17,Caldas,17388,LA MERCED,2023,Total,6268
17,Caldas,17433,MANZANARES,2023,Total,18655
17,Caldas,17442,MARMATO,2023,Total,9255
17,Caldas,17444,MARQUETALIA,2023,Total,13627
17,Caldas,17446,MARULANDA,2023,Total,2700
17,Caldas,17486,NEIRA,2023,Total,21543
17,Caldas,17495,NORCASIA,2023,Total,6123
17,Caldas,17513,PACORA,2023,Total,15680
17,Caldas,17524,PALESTINA,2023,Total,15978
17,Caldas,17541,PENSILVANIA,2023,Total,20242
17,Caldas,17614,RIOSUCIO,2023,Total,53746
17,Caldas,17616,RISARALDA,2023,Total,11267
17,Caldas,17653,SALAMINA,2023,Total,19959
17,Caldas,17662,SAMANA,2023,Total,21292
17,Caldas,17665,SAN JOSE,2023,Total,4904
17,Caldas,17777,SUPIA,2023,Total,29856
17,Caldas,17867,VICTORIA,2023,Total,10462
17,Caldas,17873,VILLAMARIA,2023,Total,68601
17,Caldas,17877,VITERBO,2023,Total,13155
18,Caquetá,18001,FLORENCIA,2023,Total,177946
18,Caquetá,18029,ALBANIA,2023,Total,4775
18,Caquetá,18094,BELEN DE LOS ANDAQUIES,2023,Total,11467
18,Caquetá,18150,CARTAGENA DEL CHAIRA,2023,Total,32611
18,Caquetá,18205,CURILLO,2023,Total,8051
18,Caquetá,18247,EL DONCELLO,2023,Total,20195
18,Caquetá,18256,EL PAUJIL,2023,Total,19137
18,Caquetá,18410,LA MONTANITA,2023,Total,15503
18,Caquetá,18460,MILAN,2023,Total,10256
18,Caquetá,18479,MORELIA,2023,Total,3905
18,Caquetá,18592,PUERTO RICO,2023,Total,27683
18,Caquetá,18610,SAN JOSE DEL FRAGUA,2023,Total,13711
18,Caquetá,18753,SAN VICENTE DEL CAGUAN,2023,Total,54150
18,Caquetá,18756,SOLANO,2023,Total,12020
18,Caquetá,18785,SOLITA,2023,Total,6352
18,Caquetá,18860,VALPARAISO,2023,Total,7291
19,Cauca,19001,POPAYAN,2023,Total,339454
19,Cauca,19022,ALMAGUER,2023,Total,19450
19,Cauca,19050,ARGELIA,2023,Total,27823
19,Cauca,19075,BALBOA,2023,Total,22395
19,Cauca,19100,BOLIVAR,2023,Total,39359
19,Cauca,19110,BUENOS AIRES,2023,Total,35168
19,Cauca,19130,CAJIBIO,2023,Total,44527
19,Cauca,19137,CALDONO,2023,Total,42815
19,Cauca,19142,CALOTO,2023,Total,31272
19,Cauca,19212,CORINTO,2023,Total,26810
19,Cauca,19256,EL TAMBO,2023,Total,57126
19,Cauca,19290,FLORENCIA,2023,Total,5442
19,Cauca,19300,GUACHENE,2023,Total,20401
19,Cauca,19318,GUAPI,2023,Total,29207
19,Cauca,19355,INZA,2023,Total,30794
19,Cauca,19364,JAMBALO,2023,Total,19101
19,Cauca,19392,LA SIERRA,2023,Total,11286
19,Cauca,19397,LA VEGA,2023,Total,26020
19,Cauca,19418,LOPEZ DE MICAY,2023,Total,19749
19,Cauca,19450,MERCADERES,2023,Total,24716
19,Cauca,19455,MIRANDA,2023,Total,33395
19,Cauca,19473,MORALES,2023,Total,41591
19,Cauca,19513,PADILLA,2023,Total,10510
19,Cauca,19517,PAEZ,2023,Total,49137
19,Cauca,19532,PATIA,2023,Total,38968
19,Cauca,19533,PIAMONTE,2023,Total,9715
